Video ID number,Main entry gloss label,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file
6533,OF-COURSE,U,bent-B,U,bent-B,ASL_2006_10_10_scene19-camera1.mov
6530,OF-COURSE,U,B,U,B,ASL_2008_02_15_scene23-camera1.mov
6535,OF-COURSE,bent-N,psv,bent-N,psv,ASL_2008_06_10_scene23-camera1.mov
6536,OFF,B-L,A,B-L,A,ASL_2008_02_15_scene23-camera1.mov
6537,OFF,B-L,S,B-L,S,ASL_2011_07_19_Brady_scene18-camera1.mov
6538,OFFICE,O,O,O,O,ASL_2008_02_15_scene23-camera1.mov
6539,OFFICE,O,O,O,O,ASL_2011_07_19_Brady_scene18-camera1.mov
207652,OFTEN,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene18-camera1.mov
6540,OFTEN,bent-B-L,B-L,bent-B-L,B-L,ASL_2011_06_08_Brady_scene21-camera1.mov
6541,OFTEN,bent-B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene15-camera1.mov
207861,OH-I-SEE,Y,,Y,,ASL_2011_07_19_Brady_scene18-camera1.mov
6544,OH-I-SEE,Y,,Y,,ASL_2008_02_15_scene23-camera1.mov
6545,OH-I-SEE,Y,,Y,,ASL_2006_10_10_scene20-camera1.mov
6546,OH-I-SEE,Y,,Y,,ASL_2007_05_24_scene22-camera1.mov
673,OLD,S,,S,,ASL_2008_02_15_scene23-camera1.mov
674,OLD,S,,S,,ASL_2011_07_19_Brady_scene19-camera1.mov
207653,OLD,C,,S,,ASL_2008_08_04_scene7-camera1.mov
207654,OLD,5-C,,S,,ASL_2011_06_08_Brady_scene9-camera1.mov
6551,OLD,C,null,S,null,ASL_2008_01_11_scene9-camera1.mov
6552,OLD,5-C,null,S,null,ASL_2008_05_12a_scene8-camera1.mov
6555,OLD,C,,S,,ASL_2006_10_10_scene20-camera1.mov
6556,OLD,C,,S,,ASL_2007_05_24_scene22-camera1.mov
39136,(S)OLD+#FF,S,,F,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene21-camera1.mov
39137,(S)OLD+#FF,S,,F,,ASL_2011_07_19_Brady_scene19-camera1.mov
39139,(S)OLD+FIVE_2,S,,5,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov
39140,(S)OLD+FOUR_2,S,,4,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov
39141,(S)OLD+LESS-THAN,S,,B-xd,B-L,ASL_2008_02_15_scene5-camera1.mov
40626,OLD+LESS-THAN,C,,B-xd,B-L,ASL_2011_07_19_Brady_scene3-camera1.mov
40627,OLD+LESS-THAN,C,,B-L,bent-B-L,ASL_2008_06_10_scene15-camera1.mov
39142,(S)OLD+ONE_2,S,,1,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov
39143,(S)OLD+TESTAMENT,S,,T,B-L,ASL_2008_02_15_scene24-camera1.mov
40628,OLD+TESTAMENT_2,C,,T,B-L,ASL_2011_07_19_Brady_scene19-camera1.mov
39144,(S)OLD+THREE_2,S,,3,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov
39145,(S)OLD+TWO_2,S,,V,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene17-camera1.mov
6557,ON,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene24-camera1.mov
6558,ON,B-L,crvd-B,B-L,crvd-B,ASL_2011_07_19_Brady_scene19-camera1.mov
6559,ONCE,1,B-L,1,B-L,ASL_2008_02_15_scene24-camera1.mov
6560,ONCE,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene19-camera1.mov
6561,ONCE-IN-A-WHILE,1,B-L,1,B-L,ASL_2008_02_15_scene24-camera1.mov
6562,ONCE-IN-A-WHILE,1,B-L,5,B-L,ASL_2011_07_19_Brady_scene19-camera1.mov
6563,ONE,1,,1,,ASL_2008_01_11_scene4-camera1.mov
6564,ONE,1,,1,,ASL_2008_05_12a_scene3-camera1.mov
6565,ONE,1,,1,,ASL_2011_06_08_Brady_scene4-camera1.mov
6566,ONE,1,,1,,ASL_2006_10_10_scene20-camera1.mov
6567,ONE,1,,1,,ASL_2007_05_24_scene22-camera1.mov
6590,ONE,D,,D,,ASL_2008_08_04_scene3-camera1.mov
6568,ONE-FOURTH,1,,4,,ASL_2008_02_15_scene24-camera1.mov
6569,ONE-FOURTH,1,,4,,ASL_2011_07_19_Brady_scene19-camera1.mov
6570,ONE-FOURTH,1,,4,,ASL_2011_07_19_Brady_scene19-camera1.mov
6571,ONE-FOURTH,1,,4,,ASL_2008_02_15_scene24-camera1.mov
6572,ONE-MONTH,1,1,1,1,ASL_2008_02_15_scene8-camera1.mov
6573,ONE-MONTH,1,1,1,1,ASL_2008_06_10_scene18-camera1.mov
6574,ONE-MONTH,1,1,1,1,ASL_2011_07_19_Brady_scene5-camera1.mov
6575,ONE-MONTH,1,1,1,1,ASL_2006_10_10_scene18-camera1.mov
6576,ONE-MONTH,1,1,1,1,ASL_2007_05_24_scene20-camera1.mov
6577,ONE-MORE,1,,X,,ASL_2008_02_15_scene25-camera1.mov
6578,ONE-MORE,X,,X,,ASL_2011_07_19_Brady_scene20-camera1.mov
6579,ONE-MORE,1,,X,,ASL_2011_07_19_Brady_scene20-camera1.mov
6580,ONE-MORE,1,,X,,ASL_2011_07_19_Brady_scene20-camera1.mov
6581,ONE-NIGHT-STAND,B-L,B-L,A,A,ASL_2010_08_10_Liz_additional_lexicon_signs_scene29-camera1.mov
207942,ONE-NIGHT-STAND,flat-B,flat-B,A,A,ASL_2011_07_19_Brady_scene20-camera1.mov
6583,ONE-NIGHT-STAND,B-L,crvd-B,A,A,ASL_2008_05_29b_scene7-camera1.mov
6584,ONE-THIRD,1,,3,,ASL_2008_02_15_scene25-camera1.mov
6585,ONE-THIRD,1,,3,,ASL_2011_07_19_Brady_scene20-camera1.mov
6586,ONE-THIRD,1,,3,,ASL_2011_07_19_Brady_scene20-camera1.mov
6587,ONE-THIRD,1,,3,,ASL_2008_02_15_scene25-camera1.mov
6588,ONE-WEEK,1,B-L,1,B-L,ASL_2008_03_28_scene38-camera1.mov
6589,ONE-WEEK,1,B-L,1,B-L,ASL_2011_07_22_Brady_scene26-camera1.mov
40650,ONE+HUNDRED,1,,crvd-B,,ASL_2008_01_11_scene2-camera1.mov
40651,ONE+HUNDRED,1,,C,,ASL_2008_05_12a_scene1-camera1.mov
40652,ONE+HUNDRED,1,,5-C-L,,ASL_2008_08_04_scene1-camera1.mov
40653,ONE+HUNDRED,1,,C,,ASL_2011_06_14_Brady_scene37-camera1.mov
40654,ONE+HUNDRED,1,,C,,ASL_2008_05_29b_scene2-camera1.mov
33914,ONE+MILLION/BILLION,1,,bent-B-L,B-L,ASL_2011_07_22_Brady_scene48-camera1.mov
33915,ONE+MILLION/BILLION,1,,bent-B-L,B-L,ASL_2008_02_15_scene24-camera1.mov
33916,ONE+MILLION/BILLION,1,,bent-B-L,B-L,ASL_2011_07_19_Brady_scene20-camera1.mov
33917,ONE+MILLION/BILLION,1,,bent-B-L,B-L,ASL_2011_07_22_Brady_scene48-camera1.mov
40659,ONE+MORE,1,,flat-O,flat-O,ASL_2011_07_19_Brady_scene20-camera1.mov
40660,ONE+THOUSAND,1,,bent-B-L,B-L,ASL_2008_02_15_scene25-camera1.mov
40661,ONE+THOUSAND,1,,bent-B-L,B-L,ASL_2011_07_19_Brady_scene20-camera1.mov
207862,ONION,cocked-S,,cocked-S,,ASL_2011_07_19_Brady_scene20-camera1.mov
6592,ONION,cocked-S,,cocked-S,,ASL_2008_02_15_scene25-camera1.mov
6593,OPEN,B-xd,B-xd,B-xd,B-xd,ASL_2008_02_15_scene25-camera1.mov
6594,OPEN,B,B,B,B,ASL_2011_07_19_Brady_scene20-camera1.mov
6595,OPEN-DOOR,B,B,B,B,ASL_2008_02_15_scene25-camera1.mov
6596,OPEN-DOOR,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene21-camera1.mov
6597,OPEN-WINDOW,B-L,B,B-L,B,ASL_2008_02_15_scene26-camera1.mov
6598,OPEN-WINDOW,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene21-camera1.mov
6599,OPINION,O,,O,,ASL_2008_02_15_scene26-camera1.mov
6600,OPINION,O,,O,,ASL_2011_07_19_Brady_scene21-camera1.mov
6601,OPPORTUNITY,baby-O,baby-O,K,K,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov
6602,OPPORTUNITY,flat-O,flat-O,K,K,ASL_2011_07_19_Brady_scene21-camera1.mov
6603,OPPORTUNITY,baby-O,baby-O,K,K,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov
6604,OPPORTUNITY,O,O,K,K,ASL_2011_07_19_Brady_scene21-camera1.mov
6605,OPPOSITE,1,1,1,1,ASL_2008_02_15_scene26-camera1.mov
6606,OPPOSITE,1,1,1,1,ASL_2011_07_19_Brady_scene22-camera1.mov
6607,OPPOSITE,1,1,1,1,ASL_2006_10_10_scene20-camera1.mov
6608,OPPOSITE,1,1,1,1,ASL_2007_05_24_scene22-camera1.mov
40675,OPPOSITE+AGENT,1,1,B-L,B-L,ASL_2008_01_18_scene31-camera1.mov
40676,OPPOSITE+AGENT,bent-1,bent-1,B-L,B-L,ASL_2008_08_06_scene31-camera1.mov
40677,OPPOSITE+AGENT,1,1,B-L,B-L,ASL_2011_06_14_Brady_scene12-camera1.mov
234,OPTION,5,,8,,ASL_2008_05_12a_scene46-camera1.mov
6609,OPTION,crvd-5,5,F,5,ASL_2008_01_11_scene75-camera1.mov
6610,OPTION,open-F,5,F,5,ASL_2008_01_11_scene75-camera1.mov
6611,OPTION,open-F,5,F,5,ASL_2008_08_04_scene47-camera1.mov
6612,OPTION,open-F,5,F,5,ASL_2008_08_04_scene48-camera1.mov
6613,OPTION,open-8,5,8,5,ASL_2011_06_08_Brady_scene27-camera1.mov
6614,OPTION,open-F,5,F,5,ASL_2011_07_22_Brady_scene40-camera1.mov
6615,ORANGE,C,,S,,ASL_2008_02_15_scene27-camera1.mov
6616,ORANGE,C,,S,,ASL_2011_07_19_Brady_scene22-camera1.mov
6617,ORANGE,C,,S,,ASL_2006_10_10_scene20-camera1.mov
6618,ORANGE,C,,S,,ASL_2007_05_24_scene22-camera1.mov
235,ORBIT,1,,1,,ASL_2008_05_12a_scene14-camera1.mov
604,ORBIT,O,1,O,1,ASL_2011_06_08_Brady_scene13-camera1.mov
6619,ORBIT,bent-1,bent-1,bent-1,bent-1,ASL_2008_01_11_scene21-camera1.mov
6620,ORDER,1,,1,,ASL_2008_02_15_scene27-camera1.mov
6621,ORDER,1,,1,,ASL_2011_07_19_Brady_scene22-camera1.mov
6622,ORGAN-MUSIC,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2008_02_15_scene27-camera1.mov
6623,ORGANIZATION,O,O,O,O,ASL_2008_02_15_scene27-camera1.mov
6624,ORGANIZATION,O,O,O,O,ASL_2011_07_19_Brady_scene22-camera1.mov
6625,ORTHODOX,F,B-L,F,B-L,ASL_2008_02_15_scene27-camera1.mov
6626,ORTHODOX,F,B-L,F,B-L,ASL_2011_07_19_Brady_scene23-camera1.mov
6627,OTHER,10,,10,,ASL_2008_01_11_scene15-camera1.mov
6628,OTHER,10,,10,,ASL_2008_05_12a_scene11-camera1.mov
6629,OTHER,A,,10,,ASL_2008_08_04_scene10-camera1.mov
6630,OTHER,10,,10,,ASL_2011_06_08_Brady_scene12-camera1.mov
6631,OUT,fanned-flat-O,fanned-flat-O,flat-O,flat-O,ASL_2008_02_15_scene28-camera1.mov
207863,OUT,fanned-flat-O,fanned-flat-O,flat-O,fanned-flat-O,ASL_2011_07_19_Brady_scene23-camera1.mov
6633,OUT,5,5,flat-O,flat-O,ASL_2008_02_15_scene28-camera1.mov
6634,OVER/AFTER,B-L,B,B-L,B,ASL_2008_01_11_scene6-camera1.mov
6635,OVER/AFTER,B-L,B,B-L,B,ASL_2008_01_11_scene9-camera1.mov
6636,OVER/AFTER,B,B,B,B,ASL_2008_02_15_scene28-camera1.mov
6637,OVER/AFTER,flat-B,flat-B,flat-B,flat-B,ASL_2008_05_12a_scene6-camera1.mov
6638,OVER/AFTER,B-L,B,B-L,B,ASL_2008_05_12a_scene8-camera1.mov
6639,OVER/AFTER,B-L,B,B-L,B,ASL_2008_08_04_scene5-camera1.mov
6640,OVER/AFTER,B-L,B,B-L,B,ASL_2008_08_04_scene7-camera1.mov
6641,OVER/AFTER,B-L,B,B-L,B,ASL_2011_06_08_Brady_scene9-camera1.mov
6642,OVERFLOW,crvd-flat-B,B-L,5,B-L,ASL_2008_02_15_scene28-camera1.mov
6643,OVERFLOW,5,B-L,5,B-L,ASL_2011_07_19_Brady_scene23-camera1.mov
6644,OVERHEAD-PROJECTOR,flat-O,,crvd-sprd-B,,ASL_2008_02_15_scene28-camera1.mov
6645,OVERHEAD-PROJECTOR,flat-O,,5,,ASL_2011_07_19_Brady_scene24-camera1.mov
6646,OVERLOOK,B-L,,B-L,,ASL_2011_06_14_Brady_scene23-camera1.mov
6647,OVERWHELMED,crvd-B,crvd-B,bent-B-L,bent-B-L,ASL_2008_03_28_scene30-camera1.mov
6648,OVERWHELMED,crvd-B,crvd-B,bent-B-L,bent-B-L,ASL_2011_07_22_Brady_scene18-camera1.mov
6649,OVERWHELMED,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_22_Brady_scene19-camera1.mov
6651,OWL,flat-O,O,flat-O,O,ASL_2008_02_15_scene28-camera1.mov
207865,OWL,O,O,O,O,ASL_2011_07_19_Brady_scene24-camera1.mov
6652,P,K,,K,,ASL_2008_02_15_scene37-camera1.mov
6653,P,K,,K,,ASL_2011_07_19_Brady_scene24-camera1.mov
6654,PACK,flat-O,flat-O,flat-O,flat-O,ASL_2008_02_15_scene29-camera1.mov
6655,PACK,flat-O,flat-O,flat-O,flat-O,ASL_2011_07_19_Brady_scene24-camera1.mov
6656,PADDLE/CANOE,A,A,A,A,ASL_2008_01_11_scene64-camera1.mov
6657,PADDLE/CANOE,A,A,A,A,ASL_2008_01_11_scene64-camera1.mov
6658,PADDLE/CANOE,S,S,S,S,ASL_2008_05_12a_scene39-camera1.mov
6659,PADDLE/CANOE,S,S,S,S,ASL_2008_05_12a_scene40-camera1.mov
6660,PADDLE/CANOE,S,S,S,S,ASL_2008_08_04_scene40-camera1.mov
6661,PADDLE/CANOE,S,S,S,S,ASL_2008_08_04_scene41-camera1.mov
6662,PADDLE/CANOE,S,S,S,S,ASL_2011_06_08_Brady_scene25-camera1.mov
6663,PADDLE/CANOE,A,A,A,A,ASL_2011_06_08_Brady_scene25-camera1.mov
6664,PAGER,3,,flat-O_2,,ASL_2008_02_15_scene29-camera1.mov
6665,PAGER,3,,flat-O_2,,ASL_2011_07_19_Brady_scene24-camera1.mov
6666,PAINT,bent-B-L,B-L,B-L,B-L,ASL_2008_02_15_scene29-camera1.mov
6667,PAINT,B-L,B-L,B-L,B-L,ASL_2008_03_28_scene34-camera1.mov
6668,PAINT,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene24-camera1.mov
6669,PAINT,B-L,B-L,B-L,B-L,ASL_2011_07_22_Brady_scene23-camera1.mov
6670,PAINT,bent-B-L,B-L,B-L,B-L,ASL_2006_10_10_scene20-camera1.mov
6671,PAINT,B-L,B-L,bent-B-L,B-L,ASL_2007_05_24_scene22-camera1.mov
6672,PAINT,V,B-L,V,B-L,ASL_2008_02_15_scene29-camera1.mov
6673,PAINT,U,B-L,U,B-L,ASL_2011_07_19_Brady_scene24-camera1.mov
40680,PAINT+AGENT,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene29-camera1.mov
40681,PAINT+AGENT,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene25-camera1.mov
6674,PANCAKE,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene30-camera1.mov
6675,PANCAKE,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene25-camera1.mov
6676,PANTS,B-L,B-L,bent-B-L,bent-B-L,ASL_2008_02_15_scene30-camera1.mov
6677,PANTS,B-L,B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene25-camera1.mov
6678,PAPER,5,B-L,5,B-L,ASL_2008_02_15_scene30-camera1.mov
6679,PAPER,5,B-L,5,B-L,ASL_2011_07_19_Brady_scene25-camera1.mov
6680,PAPER,5,5,5,5,ASL_2006_10_10_scene20-camera1.mov
6681,PAPER,B-L,B-L,B-L,B-L,ASL_2007_05_24_scene22-camera1.mov
6682,PAPER-CHECK/CARD,L,L,baby-O,baby-O,ASL_2008_01_11_scene72-camera1.mov
6683,PAPER-CHECK/CARD,L,L,baby-O,baby-O,ASL_2008_02_29_scene31-camera1.mov
6684,PAPER-CHECK/CARD,crvd-L,crvd-L,baby-O,baby-O,ASL_2008_05_12a_scene44-camera1.mov
6685,PAPER-CHECK/CARD,L,L,baby-O,baby-O,ASL_2008_08_04_scene45-camera1.mov
6686,PAPER-CHECK/CARD,L,L,baby-O,baby-O,ASL_2011_06_08_Brady_scene27-camera1.mov
207692,PAPER-CHECK/CARD,sml-C-3,sml-C-3,sml-C-3,sml-C-3,ASL_2007_05_24_scene9-camera1.mov
40687,PAPER+CLIP,B-L,B-L,flat-O_2,B,ASL_2008_02_15_scene30-camera1.mov
40688,PAPER+CLIP,B-L,B-L,flat-O_2,B-L,ASL_2011_07_19_Brady_scene25-camera1.mov
40689,PAPER+SQUARE,5,5,1,1,ASL_2008_01_18_scene48-camera1.mov
40690,PAPER+SQUARE,5,5,1,1,ASL_2008_05_29a_scene28-camera1.mov
40691,PAPER+SQUARE,5,5,1,1,ASL_2011_06_14_Brady_scene22-camera1.mov
6687,PARACHUTE,crvd-5,1,crvd-5,1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene21-camera1.mov
6688,PARAGRAPH,crvd-sprd-B,B-L,crvd-sprd-B,B-L,ASL_2008_02_15_scene30-camera1.mov
6689,PARAGRAPH,crvd-sprd-B,B-L,crvd-sprd-B,B-L,ASL_2008_05_12a_scene43-camera1.mov
6690,PARALLEL,1,1,1,1,ASL_2008_02_15_scene31-camera1.mov
6691,PARALLEL,bent-1,bent-1,bent-1,bent-1,ASL_2008_08_06_scene26-camera1.mov
6692,PARALLEL,1,1,1,1,ASL_2011_07_19_Brady_scene25-camera1.mov
6693,PARENTHESES,baby-O,baby-O,baby-O,baby-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene21-camera1.mov
6694,PARENTHESES,crvd-L,crvd-L,crvd-L,crvd-L,ASL_2011_07_19_Brady_scene26-camera1.mov
6695,PARK,3,B-L,3,B-L,ASL_2008_02_15_scene31-camera1.mov
6696,PARK,3,B-L,3,B-L,ASL_2011_07_19_Brady_scene26-camera1.mov
6697,PARK,3,B-L,3,B-L,ASL_2011_07_22_Brady_scene49-camera1.mov
40694,PARK+DROP-COINS,3,B-L,X,,ASL_2008_06_10_scene13-camera1.mov
40695,PARK+DROP-COINS,3,B-L,1,,ASL_2011_06_14_Brady_scene56-camera1.mov
6698,PARLIAMENT,K,S,K,S,ASL_2008_02_15_scene31-camera1.mov
6699,PARLIAMENT,K,S,K,S,ASL_2011_07_19_Brady_scene26-camera1.mov
6700,PARLIAMENT,K,S,K,S,ASL_2011_07_22_Brady_scene49-camera1.mov
609,PARTY,K,K,K,K,ASL_2008_02_15_scene32-camera1.mov
6701,PARTY,Y,Y,Y,Y,ASL_2006_10_10_scene20-camera1.mov
6702,PASS,A,A,A,A,ASL_2008_02_15_scene32-camera1.mov
6703,PASS,A,A,A,A,ASL_2008_08_04_scene7-camera1.mov
6704,PASS,10,10,10,10,ASL_2008_08_04_scene27-camera1.mov
6705,PASS,10,10,10,10,ASL_2011_07_19_Brady_scene27-camera1.mov
6706,PASS,10,10,10,10,ASL_2006_10_10_scene20-camera1.mov
6707,PASS-DOWN,flat-O,flat-O,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene20-camera1.mov
6708,PASS-DOWN,flat-O,flat-O,flat-O,flat-O,ASL_2011_06_14_Brady_scene40-camera1.mov
6709,PASS-OUT,crvd-sprd-B,,flat-O,,ASL_2008_05_12a_scene28-camera1.mov
6710,PASS-OUT,crvd-sprd-B,,flat-O,,ASL_2008_05_29a_scene17-camera1.mov
6711,PASS-OUT,crvd-sprd-B,,flat-O,,ASL_2011_06_14_Brady_scene15-camera1.mov
6712,PAST,B-L,,bent-B-L,,ASL_2008_01_11_scene28-camera1.mov
6713,PAST,B-L,,bent-B-L,,ASL_2008_05_12a_scene24-camera1.mov
6714,PAST,B-L,,bent-B-L,,ASL_2008_08_04_scene18-camera1.mov
6715,PAST,B-L,,B-L,,ASL_2011_06_08_Brady_scene15-camera1.mov
6716,PAST,B-L,,bent-B-L,,ASL_2008_05_12a_scene18-camera1.mov
6717,PAST,B-L,,bent-B-L,,ASL_2008_05_12a_scene24-camera1.mov
6718,PAST,B-L,,bent-B-L,,ASL_2008_01_11_scene37-camera1.mov
6719,PAST,B-L,,bent-B-L,,ASL_2008_02_15_scene32-camera1.mov
6720,PAST,B-L,,bent-B-L,,ASL_2008_08_04_scene25-camera1.mov
6721,PAST,B-L,,B-L,,ASL_2011_06_08_Brady_scene18-camera1.mov
6722,PAST,B-L,,B-L,,ASL_2011_07_19_Brady_scene27-camera1.mov
6723,PAST,B-L,,bent-B-L,,ASL_2006_01_20_scene22-camera1.mov
40702,PAST+NIGHT,bent-B-L,,bent-B-L,B,ASL_2008_02_01_scene44-camera1.mov
40703,PAST+NIGHT,bent-B-L,,bent-B-L,psv,ASL_2008_05_29b_scene16-camera1.mov
40704,PAST+NIGHT,B-L,,bent-B-L,B,ASL_2008_08_13_scene36-camera1.mov
40705,PAST+NIGHT,bent-B-L,,bent-B-L,psv,ASL_2011_06_14_Brady_scene46-camera1.mov
40706,PAST+YEAR,B-L,,S,S,ASL_2008_05_29b_scene17-camera1.mov
40707,PAST+YEAR,B-L,,S,S,ASL_2011_06_14_Brady_scene47-camera1.mov
6724,PAT-ON-BACK,B-L,,B-L,,ASL_2008_02_15_scene32-camera1.mov
6725,PAT-ON-BACK,B-L,,B-L,,ASL_2011_07_19_Brady_scene27-camera1.mov
6727,PATIENT,A,,A,,ASL_2008_02_15_scene32-camera1.mov
6728,PATIENT,A,,A,,ASL_2011_07_19_Brady_scene27-camera1.mov
207866,PATIENT,A,,A,,ASL_2006_10_10_scene4-camera1.mov
6729,PATIENT,A,,A,,ASL_2008_02_01_scene29-camera1.mov
6730,PATIENT,A,,A,,ASL_2007_05_24_scene8-camera1.mov
6731,PATIENT,A,,A,,ASL_2011_07_22_Brady_scene45-camera1.mov
6732,PATRONIZE/FREQUENT,B,1,B,1,ASL_2006_10_10_scene11-camera1.mov
610,PAY,K,B-L,K,B-L,ASL_2008_02_15_scene33-camera1.mov
6733,PAY,1,B-L,1,B-L,ASL_2011_07_19_Brady_scene28-camera1.mov
6734,PAY,1,B-L,1,B-L,ASL_2006_10_10_scene20-camera1.mov
6735,PAY-ATTENTION,B-L,B-L,B-L,B-L,ASL_2008_01_11_scene24-camera1.mov
6736,PAY-ATTENTION,flat-B,flat-B,flat-B,flat-B,ASL_2008_05_12a_scene16-camera1.mov
6737,PAY-ATTENTION,B,B,B,B,ASL_2008_08_04_scene16-camera1.mov
6738,PAY-ATTENTION,B-L,B-L,B-L,B-L,ASL_2011_06_08_Brady_scene13-camera1.mov
6739,PAY-IN-FULL,C,B-L,C,B-L,ASL_2010_08_10_Liz_additional_lexicon_signs_scene15-camera1.mov
6740,PAY-IN-FULL,C,B-L,C,B-L,ASL_2011_07_19_Brady_scene27-camera1.mov
513,PAY/SPEND,flat-O,flat-O,A,A,ASL_2008_05_29a_scene20-camera1.mov
39123,(P)PAY+FINISH,K,B-L,5,5,ASL_2010_08_10_Liz_additional_lexicon_signs_scene15-camera1.mov
40709,PAY+FINISH,1,B-L,5,5,ASL_2011_07_19_Brady_scene27-camera1.mov
6742,"PCL:5-C-L\crowd\""""",5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_02_01_scene24-camera1.mov
6743,"PCL:5-C-L\crowd\""""",5-C-L,5-C-L,5-C-L,5-C-L,ASL_2008_08_13_scene20-camera1.mov
6741,"PCL:5\coming in\""""",5,5,5,5,ASL_2008_05_29a_scene52-camera1.mov
6744,PEA-BRAIN,G,,G,,ASL_2008_01_11_scene47-camera1.mov
6745,PEA-BRAIN,G,,G,,ASL_2008_05_12a_scene29-camera1.mov
6746,PEA-BRAIN,G,,G,,ASL_2008_08_04_scene30-camera1.mov
6747,PEA-BRAIN,G,,G,,ASL_2011_06_08_Brady_scene21-camera1.mov
6748,PEACH,crvd-sprd-B,,flat-O,,ASL_2008_02_15_scene33-camera1.mov
6749,PEACH,crvd-sprd-B,,flat-O,,ASL_2011_07_19_Brady_scene28-camera1.mov
6750,PEACH,crvd-sprd-B,,flat-O,,ASL_2006_10_10_scene20-camera1.mov
6751,PEACH,crvd-sprd-B,,flat-O,,ASL_2007_05_24_scene22-camera1.mov
6752,PEAK-MOUNTAIN,crvd-B,crvd-B,B-L,B-L,ASL_2008_02_29_scene45-camera1.mov
6753,PEAK-MOUNTAIN,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene97-camera1.mov
6754,PEAK-MOUNTAIN,B-L,B-L,B-L,B-L,ASL_2011_07_22_Brady_scene49-camera1.mov
6755,PEAR,fanned-flat-O,flat-O,flat-O,flat-O,ASL_2008_02_15_scene33-camera1.mov
6756,PEAR,fanned-flat-O,flat-O,flat-O,flat-O,ASL_2011_07_19_Brady_scene28-camera1.mov
6757,PEAS,baby-O,1,baby-O,1,ASL_2008_02_15_scene33-camera1.mov
6758,PEAS,X,1,X,1,ASL_2008_05_12a_scene22-camera1.mov
6759,PEAS,baby-O,1,baby-O,1,ASL_2011_07_19_Brady_scene28-camera1.mov
6760,PEAS,X,1,X,1,ASL_2011_07_19_Brady_scene78-camera1.mov
6761,PEEK-AROUND,B-xd,B-xd,B-xd,B-xd,ASL_2008_02_15_scene33-camera1.mov
6762,PEEK-AROUND,B,B,B,B,ASL_2011_07_19_Brady_scene28-camera1.mov
207926,PENCIL,baby-O,B-L,baby-O,B-L,ASL_2006_10_10_scene20-camera1.mov
6764,PENCIL,baby-O,B-L,baby-O,B-L,ASL_2008_02_15_scene34-camera1.mov
6765,PENGUIN,flat-B,flat-B,flat-B,flat-B,ASL_2008_02_15_scene34-camera1.mov
6766,PEOPLE,K,K,K,K,ASL_2008_02_15_scene35-camera1.mov
6767,PEOPLE,K,K,K,K,ASL_2006_10_10_scene20-camera1.mov
6768,PEOPLE,K,K,K,K,ASL_2007_05_24_scene22-camera1.mov
40715,PEOPLE+AUDIENCE,K,K,5-C-L,5-C-L,ASL_2008_01_11_scene25-camera1.mov
40716,PEOPLE+AUDIENCE,K,K,5-C-L,5-C-L,ASL_2008_08_04_scene16-camera1.mov
40717,PEOPLE+AUDIENCE,K,K,5-C-L,5-C-L,ASL_2011_06_14_Brady_scene2-camera1.mov
6769,PERCEIVE,3,3,crvd-3,crvd-3,ASL_2010_08_10_Liz_additional_lexicon_signs_scene22-camera1.mov
6770,PERCEIVE,3,3,crvd-V,crvd-V,ASL_2011_07_19_Brady_scene30-camera1.mov
6771,PERCENT,O,,O,,ASL_2008_02_15_scene35-camera1.mov
6772,PERCENT,O,,O,,ASL_2011_07_19_Brady_scene30-camera1.mov
6773,PERCENT,O,,O,,ASL_2006_10_10_scene21-camera1.mov
6774,PERCENT,O,,O,,ASL_2007_05_24_scene23-camera1.mov
612,PERFECT,K,K,K,K,ASL_2008_02_15_scene35-camera1.mov
